lexeme.id,lexeme.entrada,lexeme.sinal,lexeme.lematizacao,lexeme.desambiguacao,lexeme.sinonimos,lexeme.exemplo_uso,lexeme.glosa,lexeme.video_sinal,lexeme.video_exemplo,lexeme.link_sinal,lexeme.link_exemplo,lexeme.status,lexeme.observacao,lexeme.is_active,lexeme.created_on,lexeme.created_by,lexeme.modified_on,lexeme.modified_by
381,,COMPRAR.2,,,,"VI QUE UMA LOJA DE ROUPAS ESTÁ EM PROMOÇÃO, VOU COMPRAR AGORA",VI LOJA PROMOÇÃO ROUPA EU COMPRAR.2 HORA,,,https://drive.google.com/file/d/1_ajrtEfTkcdw_sUWO2b2cBrRl-2Uh39I/view?usp=share_link,https://drive.google.com/file/d/1Txl5LTYA6PvR6drmewvtjE2mGcyVvBqI/view?usp=share_link,OK,,,,,,
382,,COMPREENDER,,,,"CONVIDEI PRA IR NO BAR COMEMORAR MEU ANIVERSÁRIO, ALGUNS NÃO VIERAM, EU COMPREENDO",EU CONVIDAR IR ANIVERSÁRIO MEU BAR ALGUNS VIR NÃO EU COMPREENDER,,,https://drive.google.com/file/d/1gmnicnfHPMnCo8n0dL_gOgE8MsK97JP0/view?usp=share_link,https://drive.google.com/file/d/1WJaCUXNQDhVF9IniZfW1XPiFvK5i7ijs/view?usp=share_link,OK,,,,,,
383,,COMPROVAR,,,,"PRA FAZER NOVA IDENTIDADE, PRECISA DE DOCUMENTOS PRA COMPROVAR",QUERER FAZER NOV@ IDENTIDADE PRECISAR DOCUMENTOS COMPROVAR,,,https://drive.google.com/file/d/1ECmyk5J6i9uQgeYfs6XIYiEVbQoNtXGS/view?usp=share_link,https://drive.google.com/file/d/1kdDpP31DBbOiU0vigM2kTBjfvShRzsiY/view?usp=share_link,OK,,,,,,
384,,COMPUTADOR,,,,"ANTIGAMENTE AS PESSOAS USAVAM BASTANTE COMPUTADOR, HOJE EM DIA DIMINUIRAM O USO DO COMPUTADOR, AGORA USAM MAIS NOTEBOOK E CELULAR",ANTIG@ PESSOAS USAR COMPUTADOR AGORA DESAPARECER MAIS OUTR@ NOTEBOOK TAMBÉM CELULAR,,,https://drive.google.com/file/d/1Dufr4GQ5gP5aN94MvEGkVlEC2MKoIDBC/view?usp=share_link,https://drive.google.com/file/d/15YaTKC25BEv6KQsOVgJpVT3yDB2M64fy/view?usp=share_link,OK,,,,,,
385,,COMUM.1,,,,"SEMPRE CHOVE AQUI, É COMUM AQUI DA CIDADE",AQUI CIDADE SEMPRE CHOVER AQUI COMUM.1,,,https://drive.google.com/file/d/1yKSQlw1655F2L1652Wu-fbwu9yKlDXSN/view?usp=share_link,https://drive.google.com/file/d/1XdLig4DUzro8kSINKBRJP0Xau-IOgsWP/view?usp=share_link,OK,,,,,,
386,,COMUM.2,,,,"OS SURDOS FICAM BATENDO PAPO ATÉ MADRUGADA, É COMUM PARA SURDOS",SURD@ BATE_PAPO_LIBRAS ANOITECER MADRUGAR É COMUM.2 PRÓPRI@ SURD@,,,https://drive.google.com/file/d/1vmTOOmgh9iNsQftl48LFYMBkUcZwWngH/view?usp=share_link,https://drive.google.com/file/d/1OPApdVtcZx38YYzrm9BU5qLM1B6EZV70/view?usp=share_link,OK,,,,,,
387,,COMUM.3,,,,"ESSA ESCOLA TEM REGRAS, É COMUM",ESS@ ESCOLA TER REGRAS É COMUM.3,,,https://drive.google.com/file/d/1qeQftLfaE0SYb10SpD-gSRG0O9REaxqp/view?usp=share_link,https://drive.google.com/file/d/1nQp-IEA9e_WjBIOc-TYPQ9uHrZokAN-Q/view?usp=share_link,OK,,,,,,
388,,COMUNICAR,,,,"HOJE FUI NO HOSPITAL E CONSEGUI ME COMUNICAR COM O MÉDICO, POIS ELE SABE EM LIBRAS",HOJE EU IR HOSPITAL EU CONSEGUIR COMUNICAR MÉDIC@ SABER LIBRAS,,,https://drive.google.com/file/d/1x0FfeqcUtBm6MpjqKURQ2StN5EJZHVVI/view?usp=share_link,https://drive.google.com/file/d/1f49isM-xu3PBxWEmuoiD-LXa98w5GV1E/view?usp=share_link,OK,,,,,,
389,,COMUNIDADE,,,,A COMUNIDADE SURDA COMBINARAM DE IR MANIFESTAR NA PREFEITURA,COMUNIDADE SURD@ COMBINAR IR MANIFESTAR PREFEITURA,,,https://drive.google.com/file/d/1Z9Azzii_9jd69E2xa6_O3I3Ke8zTpFFr/view?usp=share_link,https://drive.google.com/file/d/14L55tfz5QfCDSYev07CfRREgOQets4Un/view?usp=share_link,OK,,,,,,
390,,COM_LICENÇA,,,,"COM LICENÇA, EU PRECISO IR AO BANHEIRO RÁPIDINHO",COM_LICENÇA EU PRECISAR IR BANHEIRO RÁPIDO,,,https://drive.google.com/file/d/1dGBlVJLvJvWwC0WgfiFDjrvJ3Qcc3xFf/view?usp=share_link,https://drive.google.com/file/d/1kesEWlDXE9E7tYlrudO8tpR3gcu5jK3o/view?usp=share_link,OK,,,,,,
391,,CONCEITO,,,,ESTUDAR SOBRE O CONCEITO DE OPRIMIR,ESTUDAR CONCEITO OPRIMIR,,,https://drive.google.com/file/d/11d5CdU4WzP6hgCUe45NLcuVU37NaEZ3p/view?usp=share_link,https://drive.google.com/file/d/185Pp1jaOEioCw1rDGalI9U9JIzL4DX3s/view?usp=share_link,OK,,,,,,
392,,CONCLUIR,,,,"EU CONCLUI O ENSINO MÉDIO, AGORA SÓ PRECISO IR PEGAR O CERTIFICADO",EU CONCLUIR ENSINO MÉDIO EU PRECISAR IR PEGAR CERTIFICADO,,,https://drive.google.com/file/d/1IYvB2WlyIGhtQeKP6kEg_F-aRalJoC76/view?usp=share_link,https://drive.google.com/file/d/1WyZSCl_a2xCNZe2CCZ_d0v1SQKOriZEr/view?usp=share_link,OK,,,,,,
393,,CONCORDAR.1,,,,EU CONCORDO COM VOCÊ SOBRE O QUE VOCÊ FALOU DA PALESTRA,EU CONCORDAR.1 VOCÊ EXPLICAR SOBRE PALESTRA,,,https://drive.google.com/file/d/1jt1H6k882_CpxopctNbv0-NGkiu4NYzE/view?usp=share_link,https://drive.google.com/file/d/1IUWyTz0DnHdQKElVit3U5HUqFnbTv671/view?usp=share_link,OK,,,,,,
394,,CONCORDAR.2,,,,"A COMUNIDADE SURDA ESTÃO COMBINANDO DE MANIFESTAR, EU CONCORDO E IREI AJUDAR",COMUNIDADE SURD@ COMBINAR MANIFESTAR EU CONCORDAR.2 EU VAMOS AJUDAR,,,https://drive.google.com/file/d/1oLxtC_80Q33jngC3GO0bsPEpqDbHa368/view?usp=share_link,https://drive.google.com/file/d/1SMW-Qeif_ug11c14aJ2rl-s2KzYC1gPD/view?usp=share_link,OK,,,,,,
395,,DISCORDAR,,,,"DISCORDO DA SUA OPINIÃO, TENHO A MINHA OPINIÃO DIFERENTE",DISCORDO SUA OPINIÃO MINHA OPINIÃO DIFERENTE ,,,https://drive.google.com/file/d/1s5BPyTFUR1ZfqklPrCEFbvSEgmyzbs80/view?usp=share_link,https://drive.google.com/file/d/13T76xQv6W71Rbmu3xpku2vTA_0FAGvTp/view?usp=share_link,OK,,,,,,
396,,CONFIAR,,,,EU CONFIEI UM AMIGO MAS ELE ME ENGANOU,EU CONFIAR AMIG@ DEPOIS EL@ ENGANAR_ME,,,https://drive.google.com/file/d/1__crsbuRI8GbXdGjpXUnSzjt1onblLUq/view?usp=share_link,https://drive.google.com/file/d/19lamU8cBe14y64n6YSwe2PabECsaH2d8/view?usp=share_link,OK,,,,,,
397,,CONFLITO.1,,,,EU E MEU AMIGO SEMPRE TEMOS CONFLITO,EU AMIG@ SEMPRE CONFLITO.1,,,https://drive.google.com/file/d/1zpdFpEiW0a5pWXiU8vdBC08HaDT_zlD8/view?usp=share_link,https://drive.google.com/file/d/1J-Jg4fxGPvHmabjxtsmgQnf8ktYMmfNq/view?usp=share_link,OK,,,,,,
398,,CONFLITO.2,,,,ASSUNTO DE POLÍTICA É MUITO CONFLITO,ESS@ ASSUNTO POLÍTICA MUITO CONFLITO.2,,,https://drive.google.com/file/d/1UoEqrd1F3elC9ZSYsrHQdjc8Z_WBXwRL/view?usp=share_link,https://drive.google.com/file/d/1-zG5njUUMz60eMEh-KWKumJVz-i9q8Hm/view?usp=share_link,OK,,,,,,
399,,CONFLITO.3,,,,"O MENINO VEIO ATÉ AQUI, PERCEBI QUE ELE TEM MUITO CONFLITO E POR ISSO QUE ELE VEIO PARA COMPARTILHAR",MENINO VIR PERCEBER EL@ TER MUITO CONFLITO.3 POR_ISSO VIR COMPARTILHAR,,,https://drive.google.com/file/d/1jaJNPCV6UJ6zraiqfIBNbEgAeoXL0qeO/view?usp=share_link,https://drive.google.com/file/d/1pYsUIiqGdqX_WoZBitHLLxKhS24vs2qC/view?usp=share_link,OK,,,,,,
400,,CONFUSÃO.1,,,,,EU BATE_PAPO(DIREITA) BATE_PAPO(ESQUERDA) HISTÓRIA DIFERENTE CONFUSÃO.1,,,https://drive.google.com/file/d/1QB7TeWmpOKuAH8yRvtiweGbta1VJmmA-/view?usp=share_link,https://drive.google.com/file/d/1UT7eyx9jHK1t22YmISz8SNeLTplPK6fA/view?usp=share_link,OK,OBS: VERIFICAR A GLOSA,,,,,
401,,CONFUSÃO.2,,,,,,,,https://drive.google.com/file/d/1T58XIJe4V_Fy2Nbo_w1yNnmPoT4CkaSl/view?usp=share_link,GRAVAR,H,,,,,,
402,,CONHECER,,,,"EU ENCONTREI MEU AMIGO, HOJE VOU CONHECER A MÃE DELE",EU ENCONTRAR MEU AMIG@ VIR MÃE DEL@ EU CONHECER HOJE,,,https://drive.google.com/file/d/1CRjrCwRoNQkA0425EqVMK5jb8nY1Prdt/view?usp=share_link,https://drive.google.com/file/d/1xFmebB3Ao06K2DsmC20PcrPqHPymhAGE/view?usp=share_link,OK,,,,,,
403,,CONSCIÊNCIA,,,,NÓS VAMOS DISCUTIR ESSA SEMANA SOBRE CONSCIÊNCIA NEGRA ,ESS@ SEMANA NÓS DISCUTIR SOBRE CONSCIÊNCIA NEGR@,,,https://drive.google.com/file/d/1huF7q3kWl6tnug0SQeSlQSG4L8-9XEDp/view?usp=share_link,https://drive.google.com/file/d/1wprDc2A3iuEVk2IYne3W6BV0FbRsN2wG/view?usp=share_link,OK,,,,,,
404,,CONSEGUIR,,,,"DEMOREI PRA TERMINAR A PROVA, QUANDO CONSEGUI TERMINAR E FUI EMBORA",EU FAZER PROVA DEMORAR CONSEGUIR TERMINAR EU EMBORA,,,https://drive.google.com/file/d/1EMTdOzv8YDBZM3_iRNUCKq5hEwJR9aCS/view?usp=share_link,https://drive.google.com/file/d/1Rk9EzfImp6XSpEngQpPLgv0U4U_i8am9/view?usp=share_link,OK,,,,,,
405,,CONSOANTE,,,,A ESCOLA ESTÁ ENSINANDO MEU FILHO SOBRE CONSOANTE,LÁ ESCOLA ENSINAR MEU FILH@ CONSOANTE,,,https://drive.google.com/file/d/1pqWerStg3GVKctAEgIaruw9UmV7KgvwK/view?usp=share_link,https://drive.google.com/file/d/1XClIwSDR7Z2uBsg2kQ-1qbBcygrGb1eI/view?usp=share_link,OK,,,,,,
406,,CONSTITUIÇÃO,,,,HOJE VOU ESTUDAR DISCIPLINA DE SOCIAL POLÍTICA SOBRE CONSTITUIÇÃO DE DIREITO HUMANO,HOJE EU ESTUDAR DISCIPLINA SOCIAL POLÍTICA SOBRE CONSTITUIÇÃO LIGAÇÃO DIREITO HUMANO,,,https://drive.google.com/file/d/1Fk06it2s8qSgC02n7o3_n4hcQzK8vbAe/view?usp=share_link,https://drive.google.com/file/d/1d-URVVljYBJp_UAJnkvD1jBq-iqy0JuP/view?usp=share_link,OK,,,,,,
407,,CONSTRUIR.1,,,,"EU COMPREI TERRENO, AGORA SÓ FALTA CONSTRUIR A CASA",EU COMPRAR TERRENO ESPERAR CONSTRUIR.1 CASA,,,https://drive.google.com/file/d/1ORDMDdt3Y22k1ntuVDooJqTjaANmPh8_/view?usp=share_link,https://drive.google.com/file/d/1ACYdPvY_3iF-cafW5W7tjAOJxPzre-uY/view?usp=share_link,OK,,,,,,
408,,CONSTRUIR.2,,,,"A CONSTRUÇÃO DA MINHA CASA ESTÁ QUASE PRONTA, QUE ALÍVIO",MINHA CASA CONSTRUIR.2 QUASE PRONTO ALIVIAR ,,,https://drive.google.com/file/d/1J9EBghGF3ipa-Uj979I4mIXSG1TPTld6/view?usp=share_link,https://drive.google.com/file/d/1mNMzTn009xecFhJ_SyCpX6Bhz_A4CDX7/view?usp=share_link,OK,,,,,,
409,,CONTAR.1,,,,EU SEMPRE CONTO UMA HISTÓRIA DO LIVRO ANTES DE DORMIR,EU SEMPRE CONTAR.1 HISTÓRIA LIVRO ANTES DORMIR,,,https://drive.google.com/file/d/1cCR258LOtanw82h8qaW6Iy_qBqHOCbc7/view?usp=share_link,https://drive.google.com/file/d/1NSxw2J7oLcYomfwzK8OCQqbxuhHlOc_b/view?usp=share_link,OK,,,,,,
410,,CONTAR.2,,,,"TENHO UMA NOVIDADE PARA TE CONTAR, QUER SABER?",VOCÊ QUER SABER NOVIDADE EU CONTAR.2 UM@ COISA QUER SABER?,,,https://drive.google.com/file/d/1KsDNISTpUsu399Fp_haLBZQKmQxd9To9/view?usp=share_link,https://drive.google.com/file/d/1fCCbuYI6I6MFyM5ku212K9nmpIYpEOl1/view?usp=share_link,OK,,,,,,
411,,CONTAR.3,,,,EU PRECISO CONTAR OS VALORES DAS CONTAS PARA PAGAR,EU PRECISAR ORGANIZAR CONTAR.3 PAGAR_CONTAS,,,https://drive.google.com/file/d/1LR5-bttR9sivfGn97Ml2ix5kgoFvc8bC/view?usp=share_link,https://drive.google.com/file/d/1xuAOjsQXIa4TaV6qTtJP4f9pREOP1y0l/view?usp=share_link,OK,,,,,,
412,,CONTAR.4,,,,ESTOU CONTANDO OS VALORES PRA DIVIDIR COM OS AMIGOS NO BAR,EU CONTAR.4 DIVIDIR BAR AMIG@ GRUPO,,,https://drive.google.com/file/d/10KR9wzsXABuHZ-wNfmhDDYwdUqrduejH/view?usp=share_link,https://drive.google.com/file/d/1Nod7VstZ63sKxEwC5DrFNEQgGfaXGvYt/view?usp=share_link,OK,,,,,,
413,,CONTATO,,,,ESTOU PROCURANDO O CONTATO DA EMPRESA PARA CONSEGUIR UM EMPREGO,ESTÁ PROCURAR CONTATO PESSOA EMPRESA TENTAR VAGA EMPREGO,,,https://drive.google.com/file/d/1qpC8UtqWOZc4B-8OKUNSUiz1qaz_h-2c/view?usp=share_link,https://drive.google.com/file/d/1zII72CoCpzuhpnCmMpHS7RBD74wBjTZg/view?usp=share_link,OK,"OBS: COLOQUEI ""VAGA"" POIS NÃO SEI EM QUAL OUTRA PALAVRA COLOCAR OU SE É VAGA MESMO, ASSISTA O VÍDEO E VÊ SE É VAGA MESMO.",,,,,
414,,CONTEXTO,,,,OS SINAIS DA LIBRAS SEMPRE TEM CONTEXTO,ESS@ LIBRAS SINAIS SEMPRE TER CONTEXTO,,,https://drive.google.com/file/d/1EKvyREE00VWYpMZ1vsT4Ou-lAr4xMt6D/view?usp=share_link,https://drive.google.com/file/d/1IDhILLSj0i8r5aXL2Zsy0eCLstdG8cYW/view?usp=share_link,OK,,,,,,
415,,CONTINENTES,,,,,,,,GRAVAR,GRAVAR,H I,,,,,,
416,,CONTINUAR.1,,,,"VOCÊ PODE CONTINUAR ESCREVENDO, EU VOU ALI RÁPIDINHO E JÁ VOLTO",VOCÊ PODE CONTINUAR.1 ESCREVER EU IR VOLTAR,,,https://drive.google.com/file/d/1NpqLJIDxGTw2ekVwSrFyxw71xPCGrrYB/view?usp=share_link,https://drive.google.com/file/d/183hPl7n18bIAV4ZSwzQH8nnHP0npSiTv/view?usp=share_link,OK,,,,,,
417,,CONTINUAR.2,,,,"NÃO PRECISA ESPERAR, PODE CONTINUAR",PRECISAR NÃO ESPERAR PODE CONTINUAR.2,,,https://drive.google.com/file/d/1DIUo1AfETKLqFFIBoyfSHYXmm0oMOoC_/view?usp=share_link,https://drive.google.com/file/d/1Kt2XV5y73fZZuVJWZIwmrXRqhkBvwBpn/view?usp=share_link,OK,,,,,,
418,,CONTINUAR.3,,,,"ESTAVA NO CARRO COM MEU AMIGO, FALEI QUE ELE PODIA CONTINUAR DIRIGINDO EM FRENTE",EU SENTAR AMIG@ DIRIGIR CL:CARRO EU AVISAR PODE CONTINUAR.3 EL@ CL:CARRO,,,https://drive.google.com/file/d/10HgBAGo5GPd80fmKrd0qdJWjuim169f1/view?usp=share_link,https://drive.google.com/file/d/1A-8LWMtrK5FnDNTsYxLjyss7VzVYXv1e/view?usp=share_link,OK,,,,,,
419,,CONTO,,,,,,,,JÁ TEM VÍDEO (CONTAR),,,,,,,,
420,,CONTRÁRIO.1,,,,O SAPATO ESTÁ AO CONTRÁRIO,ESS@ SAPATO CONTRÁRIO.1,,,https://drive.google.com/file/d/1-HXq53g893WuOEPDGw5ZO0AShS8oAZbP/view?usp=share_link,https://drive.google.com/file/d/1PwMu6pEy2PEr_U7apSgN_mu0h1U7BQ7x/view?usp=share_link,OK,,,,,,
421,,CONTRÁRIO.2,,,,"ONTEM FUI AO TRABALHO, ESTAVA CAMINHANDO E MEU AMIGO ME AVISOU QUE EU ESTAVA COM A CAMISA CONTRÁRIA",ONTEM EU EMBORA TRABALHAR EU CL:COLOCAR_CAMISA CAMINHAR MEU @AMIG@ AVISAR_ME CAMISA CONTRÁRIO.2 DESCULPAR,,,https://drive.google.com/file/d/1k7n9O4unWAl_EF9j3IQh-4nhRmZ1uexS/view?usp=share_link,https://drive.google.com/file/d/181vXK9qECKmGqwj0t1V28xTmwwKeW7tb/view?usp=share_link,OK,,,,,,
422,,CONVENCER.1,,,,VOU TENTAR CONVENCER PRA ME DAR DESCONTO,EU TENTAR CONVENCER.1 DESCONTAR TENTAR,,,https://drive.google.com/file/d/1NUN_U8w2URndoQxCK5sORmCbZAGirU8Q/view?usp=share_link,https://drive.google.com/file/d/1wXaYhnMaVpdb0jJHnOZLyw3u-oQ3JySR/view?usp=share_link,OK,,,,,,
423,,CONVENCER.2,,,,"MUITO DIFÍCIL MEU AMIGO VIAJAR, VOU TENTAR CONVENCER ELE A VIAJAR JUNTO",MEU AMIG@ DIFÍCIL VIAJAR EU CONVENCER.2 VIR VIAJAR JUNTO,,,https://drive.google.com/file/d/1a56-EwMIi_Aaez9dkS7_NS2X7WTPtbgY/view?usp=share_link,https://drive.google.com/file/d/1fhF_f4Z1LwzKraHyGC3IeXwywbN9qY5C/view?usp=share_link,OK,,,,,,
424,,CONVERSAR.1,,,,"EU PRECISO TER UMA CONVERSA SÉRIA, VEM SENTAR AQUI.",EU PRECISAR CONVERSAR.1 SÉRIO PRECISAR VIR SENTAR AQUI,,,https://drive.google.com/file/d/1dPZeyhEL3O6PgD33csxewt4arzdiq1YQ/view?usp=share_link,https://drive.google.com/file/d/1s1DJ8hD60dhdXH_eOEJyT7_0j1-5a1pz/view?usp=share_link,OK,,,,,,
425,,CONVERSAR.2,,,,ONTEM A NOITE EU FIQUEI CONVERSANDO ATÉ MADRUGADA,ONTEM NOITE EU CONVERSAR.2 MADRUGAR,,,https://drive.google.com/file/d/1xWyi6brQ1zTdJ_oYdtnj8svHy57x5vxh/view?usp=share_link,https://drive.google.com/file/d/1n3gx1MrOglSNzpaVKFtE0t3idqIlUJcR/view?usp=share_link,OK,,,,,,
426,,CONVERSAR.3,,,,TÃO BOM CONVERSAR COM MEU AV@,EU CONVERSAR.3 GOSTOS@ MEU AV@,,,https://drive.google.com/file/d/1XG9EUYyzw9C6X-1sfUPavzPKKH9b_y89/view?usp=share_link,https://drive.google.com/file/d/1GF0JrDQtVrpQ_NResroWq1LnVrOH274a/view?usp=share_link,OK,,,,,,
427,,CONVERSAR.4,,,,ELES ESTÃO CONVERSANDO DEMAIS E EU AQUI SOZINHO ESPERANDO,EL@S CONVERSAR.4 LONGO EU CL:ESPERAR,,,https://drive.google.com/file/d/12qSeVLmQDSadTMc3gaZ8sNwmmoFs7Hnn/view?usp=share_link,https://drive.google.com/file/d/1BbBAOCjLnm69y7Ej0XAaFbg4iVg-vMyf/view?usp=share_link,OK,,,,,,
428,,CONVIDAR.1,,,,VIM TE CONVIDAR PARA CONHECER A MINHA CASA NOVA,MINHA CASA NOV@ EU CONVIDAR.1 VIR CONHECER MINHA CASA NOV@,,,https://drive.google.com/file/d/1l1eidCUtOu_QyV0pDWM2i74Nx1yncDrW/view?usp=share_link,https://drive.google.com/file/d/1t1he0blIN9e77iIhqkbDFO_xREwBRtry/view?usp=share_link,OK,,,,,,
429,,CONVIDAR.2,,,,"ESTOU TE CONVIDANDO PRA COMER UMA PIZZA NO RESTAURANTE, VAMOS?",CONVIDAR.2 COMER PIZZA RESTAURANTE HOJE VAMOS?,,,https://drive.google.com/file/d/1AT-qY5YZGzDcV9mTXCI-QVWeG-w8tEiD/view?usp=share_link,https://drive.google.com/file/d/1E5uXuDeL0nrycxjxmixLhgHT_02PoXTT/view?usp=share_link,OK,,,,,,
430,,CONVIDAR_ME.1,,,,"UMA PESSOA ME CONVIDOU PARA ASSISTIR A PALESTRA DELE, MAS ESSE TEMA NÃO É INTERESSANTE POIS NÃO É MEU PERFIL",CONVIDAR_ME.1 ASSISTIR PALESTRA DEL@ EU INTERESSE TEMA COMBINAR COMIGO NÃO ,,,https://drive.google.com/file/d/1d0FIlZr_9tuVODnY5IckS-FF77U1iOxg/view?usp=share_link,https://drive.google.com/file/d/1pgYeocDHLn1h2s4i2zFN-c3M5qYQThIv/view?usp=share_link,OK,,,,,,
431,,CONVIDAR_ME.2,,,,"EU ESTOU FELIZ, POIS MEU PRIMO ME CONVIDOU PARA SER PADRINHO/MADRINHA NO CASAMENTO DELE",EU FELIZ MEU PRIM@ CONVIDAR_ME.2 CASAMENTO EU PADRINHO/MADRINHA,,,https://drive.google.com/file/d/1d0A4F3w3BrweLF4BOLF9b69VFRAjqEDh/view?usp=share_link,https://drive.google.com/file/d/19IBorRR-vMnTPhSVXss0ZsqsQGbenURp/view?usp=share_link,OK,,,,,,
432,,CONVITE.1,,,,EU RECEBI UM CONVITE D@ MEU PRIM@ QUE VAI CASAR,EU RECEBER CONVITE.1 MEU PRIM@ BREVE CASAR ,,,GRAVAR,https://drive.google.com/file/d/1siXT2qbuv5wTENVXPbu-op_zculxHZKj/view?usp=share_link,H,,,,,,
433,,CONVITE.2,,,,,,,,https://drive.google.com/file/d/1Il6sG_bAtP0byIK0Uw0VBeOCb1UfDfwx/view?usp=share_link,DÚVIDA,I,,,,,,
434,,CONVIVER.1,,,,"EU SURD@ E MEU AMIG@ OUVINTE, NÓS CONVIVEMOS COM A COMUNIDADE SURDA",EU SURD@ MEU AMIG@ OUVINTE NÓS CONVIVER.1 COMUNIDADE SURD@,,,https://drive.google.com/file/d/1qpo6JdeEgl33CkRh-C8S_sBP9S6Z0eUE/view?usp=share_link,https://drive.google.com/file/d/1xsyY3e1_-Q3S4LXUlEkl19l3zy2vJgwv/view?usp=share_link,OK,,,,,,
435,,CONVIVER.2,,,,PESSOAS CODAS SEMPRE CONVIVE COM A ASSOCIAÇÃO DOS SURDOS,PESSOAS CODA SEMPRE CONVIVER.2 ASSOCIAÇÃO SURD@,,,https://drive.google.com/file/d/1Ora4gXX0gt7WMr20waWuux-fulqw9paB/view?usp=share_link,https://drive.google.com/file/d/1n91000wVYjOYozXUwoaEX60LHKGo07OS/view?usp=share_link,OK,,,,,,
436,,COORDENAR.1,,,,"MEU COLEGA PRECISA COORDENAR O SEMINÁRIO, É RESPONSABILIDADE DELE",MEU COLEGA EL@ PRECISAR COORDENAR.1 PALESTRA SEMINÁRIO RESPONSÁVEL DEL@,,,https://drive.google.com/file/d/1qhPJGUCXjoAQe1Mum-Cgu6dmAwumz_tW/view?usp=share_link,https://drive.google.com/file/d/1Ztqr_d1LzGI8ZVezHEwzabkGV4dNLhAx/view?usp=share_link,OK,,,,,,
437,,COORDENAR.2,,,,EU FUI NA EMPRESA PROCURAR O COORDENADOR E ENCONTREI ELE,EU IR EMPRESA PROCURAR ENCONTRAR COORDENAR.2,,,https://drive.google.com/file/d/1FiFCZIH3AGAP76ctjP-0-glzlKLfgwBS/view?usp=share_link,https://drive.google.com/file/d/1BEOVzRDEcNYL75Vwo6eZjxyrcaaLJ0t_/view?usp=share_link,OK,,,,,,
438,,COORDENAR.3,,,,EU SOU COORDENADOR@ DA ÁREA DE LIBRAS,EU SOU TRABALHAR COORDENAR.3 ÁREA LIBRAS,,,https://drive.google.com/file/d/18hSjqPuI0jFPYqhshBwPiyIOzxFi6qq-/view?usp=share_link,https://drive.google.com/file/d/1ccH0djJk03hToeO0IWyVZDS424CQvO91/view?usp=share_link,OK,,,,,,
439,,COPIAR.1,,,,VOCÊS PRECISAM COPIAR O QUE ESTÁ NO QUADRO,VOCÊS PRECISAR COPIAR.1 ESS@ QUADRO,,,https://drive.google.com/file/d/1qBVGeURmT8cVfl2c0AJKpapNtPuab913/view?usp=share_link,https://drive.google.com/file/d/1DZufAzZd-wH3MqKGX6rTKG1mG6UAs2KR/view?usp=share_link,OK,,,,,,
440,,COPIAR.2,,,,"VOCÊ TEM ROUPA BONITA, EU VOU COPIAR IGUAL",VOCÊ TER ROUPA BONIT@ EU COPIAR.2 IGUAL,,,https://drive.google.com/file/d/1JzBAxyD2x9Qx1QR_BRMJZcFTixzV3XHk/view?usp=share_link,https://drive.google.com/file/d/116sxQBMJmRUnp5byZ9dphgFzgG_BE0mx/view?usp=share_link,OK,,,,,,
441,,COPIAR.3,,,,EU VOU PEDIR UMA COPIA DE DOCUMENTO,EU PEDIR COPIAR.3 DOCUMENTO,,,https://drive.google.com/file/d/1BIx1LxewPjWx5fyXPs54F_CVNNC4oKNW/view?usp=share_link,https://drive.google.com/file/d/1CW4VAXqN2X4dDcIHITM9SbXX4yiH8yxk/view?usp=share_link,OK,,,,,,
442,,COR.1,,,,OLHA ALI MEU CARRO COR VERMELHO,MEU CARRO ALI COR.1 VERMELHO,,,https://drive.google.com/file/d/1zpSwxLYkAWjeD3jmxz_9NJ72vordYJkr/view?usp=share_link,https://drive.google.com/file/d/1IZALvB569wsmKwjEhJ00Kfz9ahc3Ormm/view?usp=share_link,OK,,,,,,
443,,COR.2,,,,"A COR DO ESMALTE É PRETO, EU GOSTO",MEU ESMALTE COR.2 PRETO EU GOSTAR ,,,https://drive.google.com/file/d/1txIJEtrOSlpG1462Ut_UX2VmnYKtMTvw/view?usp=share_link,https://drive.google.com/file/d/1r-MwT_QAyLpZyWqN4466obLMwTsJa4Tz/view?usp=share_link,OK,,,,,,
444,,COR.3,,,,,,,,https://drive.google.com/file/d/1p23vAbYUB0-yo8suqf2hWEj86NBVpG-X/view?usp=share_link,GRAVAR,I,,,,,,
445,,CORAÇÃO.1,,,,"UMA PESSOA ESTAVA VINDO NA MINHA DIREÇÃO, QUANDO NOS VIMOS, MEU CORAÇÃO ACELEROU",CL:PESSOA_VIR EU VER CORAÇÃO.1,,,https://drive.google.com/file/d/1GybK-KsCm-nuYGFA7YEHsmhRzNdX9WMd/view?usp=share_link,https://drive.google.com/file/d/1fs-ZjBP6mkc_CwHEazMB1JO5NPVN5AOR/view?usp=share_link,OK,,,,,,
446,,CORAÇÃO.2,,,,MEU AVÔ TEM PROBLEMA DE CORAÇÃO E PRECISA OPERAR,MEU AV@ PROBLEMA CORAÇÃO.2 PRECISAR CIRURGIA,,,https://drive.google.com/file/d/1jIDGk0cuJHohfIZ7MlyCWCFVDEXG-H6h/view?usp=share_link,https://drive.google.com/file/d/1h07XPymjOd095CsKzmTbJ8b5UHZa12tH/view?usp=share_link,OK,,,,,,
